condition,color,pretraining,dimensionality,repeat,outer_fold,selected_model,inner_macro_f1,train_instances,test_originals,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,mcc,recall_non_batik,recall_batik
gray+pretrained+full512,gray,pretrained,full512,5,3,SVM (RBF),0.9267152361384922,400,40,0.975,0.9615384615384616,0.9821428571428572,0.9615384615384616,0.9709090909090909,0.9434563530497264,0.9230769230769231,1.0
gray+pretrained+full512,gray,pretrained,full512,5,4,SVM (RBF),0.9514596820021348,400,40,0.9,0.9285714285714286,0.875,0.9285714285714286,0.8901098901098901,0.8017837257372732,1.0,0.8571428571428571
gray+pretrained+full512,gray,pretrained,full512,5,5,Random Forest,0.9425844063344064,400,40,0.975,0.9814814814814814,0.9642857142857143,0.9814814814814814,0.9720475192173306,0.9456108576893004,1.0,0.9629629629629629
gray+pretrained+pca6,gray,pretrained,pca6,1,1,Logistic Regression,0.920805057515584,400,40,0.925,0.9444444444444444,0.90625,0.9444444444444444,0.9188640973630832,0.8498365855987975,1.0,0.8888888888888888
gray+pretrained+pca6,gray,pretrained,pca6,1,2,SVM (RBF),0.9415434764035935,400,40,0.875,0.8475783475783476,0.8630952380952381,0.8475783475783476,0.8545454545454545,0.7105041671115223,0.7692307692307693,0.9259259259259259
gray+pretrained+pca6,gray,pretrained,pca6,1,3,Logistic Regression,0.9275504684975686,400,41,0.926829268292683,0.8846153846153846,0.9516129032258065,0.8846153846153846,0.9093588798820929,0.8335400901491518,0.7692307692307693,1.0
gray+pretrained+pca6,gray,pretrained,pca6,1,4,Logistic Regression,0.9004416006195737,400,40,0.975,0.9583333333333333,0.9827586206896552,0.9583333333333333,0.969488939740656,0.9407749312478345,0.9166666666666666,1.0
gray+pretrained+pca6,gray,pretrained,pca6,1,5,Logistic Regression,0.9071606115034874,400,40,0.975,0.9814814814814814,0.9642857142857143,0.9814814814814814,0.9720475192173306,0.9456108576893004,1.0,0.9629629629629629
gray+pretrained+pca6,gray,pretrained,pca6,2,1,SVM (RBF),0.9017578809045788,400,40,0.95,0.9230769230769231,0.9655172413793103,0.9230769230769231,0.9404761904761905,0.8875800856756891,0.8461538461538461,1.0
gray+pretrained+pca6,gray,pretrained,pca6,2,2,Random Forest,0.9139957264957265,400,40,0.875,0.8675213675213675,0.8543956043956045,0.8675213675213675,0.8602375960866526,0.7217976369344363,0.8461538461538461,0.8888888888888888
gray+pretrained+pca6,gray,pretrained,pca6,2,3,Logistic Regression,0.9557526760043923,400,41,0.8292682926829268,0.8337912087912087,0.80375,0.8337912087912087,0.8132726089785296,0.6368330383085654,0.8461538461538461,0.8214285714285714
gray+pretrained+pca6,gray,pretrained,pca6,2,4,SVM (RBF),0.9199186580841087,400,40,0.925,0.8988095238095238,0.9200626959247649,0.8988095238095238,0.9084668192219679,0.8185963687481157,0.8333333333333334,0.9642857142857143
gray+pretrained+pca6,gray,pretrained,pca6,2,5,Logistic Regression,0.9100827850843863,400,40,0.975,0.9814814814814814,0.9642857142857143,0.9814814814814814,0.9720475192173306,0.9456108576893004,1.0,0.9629629629629629
gray+pretrained+pca6,gray,pretrained,pca6,3,1,Random Forest,0.9115020736091717,400,41,0.9024390243902439,0.8667582417582418,0.9045454545454545,0.8667582417582418,0.882183908045977,0.7703775168587922,0.7692307692307693,0.9642857142857143
gray+pretrained+pca6,gray,pretrained,pca6,3,2,SVM (RBF),0.9109360036515208,400,40,0.95,0.962962962962963,0.9333333333333333,0.962962962962963,0.945054945054945,0.8958064164776166,1.0,0.9259259259259259
gray+pretrained+pca6,gray,pretrained,pca6,3,3,Logistic Regression,0.9280964334974848,400,40,0.9,0.905982905982906,0.88,0.905982905982906,0.8901098901098901,0.7855533190649869,0.9230769230769231,0.8888888888888888
gray+pretrained+pca6,gray,pretrained,pca6,3,4,Logistic Regression,0.9285477022977023,400,40,0.925,0.8988095238095238,0.9200626959247649,0.8988095238095238,0.9084668192219679,0.8185963687481157,0.8333333333333334,0.9642857142857143
gray+pretrained+pca6,gray,pretrained,pca6,3,5,Random Forest,0.9014060764532463,400,40,0.975,0.9615384615384616,0.9821428571428572,0.9615384615384616,0.9709090909090909,0.9434563530497264,0.9230769230769231,1.0
gray+pretrained+pca6,gray,pretrained,pca6,4,1,Random Forest,0.9349862401170435,400,40,0.925,0.9045584045584045,0.9226190476190477,0.9045584045584045,0.9127272727272727,0.8269802600806244,0.8461538461538461,0.9629629629629629
gray+pretrained+pca6,gray,pretrained,pca6,4,2,SVM (RBF),0.9074225311725312,400,40,0.975,0.9583333333333333,0.9827586206896552,0.9583333333333333,0.969488939740656,0.9407749312478345,0.9166666666666666,1.0
gray+pretrained+pca6,gray,pretrained,pca6,4,3,Logistic Regression,0.928555611055611,400,41,0.7560975609756098,0.739010989010989,0.7230769230769231,0.739010989010989,0.7288359788359788,0.4618131050983447,0.6923076923076923,0.7857142857142857
gray+pretrained+pca6,gray,pretrained,pca6,4,4,SVM (RBF),0.9351616677245969,400,40,0.925,0.9245014245014245,0.9093406593406593,0.9245014245014245,0.9161425576519916,0.8337042473118683,0.9230769230769231,0.9259259259259259
gray+pretrained+pca6,gray,pretrained,pca6,4,5,SVM (RBF),0.8779070929070928,400,40,0.95,0.9230769230769231,0.9655172413793103,0.9230769230769231,0.9404761904761905,0.8875800856756891,0.8461538461538461,1.0
gray+pretrained+pca6,gray,pretrained,pca6,5,1,Logistic Regression,0.929027869405228,400,41,0.9024390243902439,0.8667582417582418,0.9045454545454545,0.8667582417582418,0.882183908045977,0.7703775168587922,0.7692307692307693,0.9642857142857143
gray+pretrained+pca6,gray,pretrained,pca6,5,2,SVM (RBF),0.92993376993377,400,40,0.95,0.9430199430199431,0.9430199430199431,0.9430199430199431,0.9430199430199431,0.886039886039886,0.9230769230769231,0.9629629629629629
gray+pretrained+pca6,gray,pretrained,pca6,5,3,SVM (RBF),0.8864326083510453,400,40,0.925,0.9045584045584045,0.9226190476190477,0.9045584045584045,0.9127272727272727,0.8269802600806244,0.8461538461538461,0.9629629629629629
gray+pretrained+pca6,gray,pretrained,pca6,5,4,SVM (RBF),0.9283657829536677,400,40,0.925,0.9226190476190477,0.9045584045584045,0.9226190476190477,0.9127272727272727,0.8269802600806244,0.9166666666666666,0.9285714285714286
gray+pretrained+pca6,gray,pretrained,pca6,5,5,Logistic Regression,0.9134934972434973,400,40,0.95,0.9430199430199431,0.9430199430199431,0.9430199430199431,0.9430199430199431,0.886039886039886,0.9230769230769231,0.9629629629629629
gray+random+full512,gray,random,full512,1,1,SVM (RBF),0.836571490956163,400,40,0.875,0.8874643874643875,0.8541666666666667,0.8874643874643875,0.8647734956051386,0.7408831771886952,0.9230769230769231,0.8518518518518519
gray+random+full512,gray,random,full512,1,2,SVM (RBF),0.8257128081125723,400,40,0.725,0.6566951566951567,0.6833333333333333,0.6566951566951567,0.6643783371472158,0.3389834532487511,0.46153846153846156,0.8518518518518519
gray+random+full512,gray,random,full512,1,3,Random Forest,0.8085435492800069,400,41,0.8536585365853658,0.8516483516483516,0.8282051282051281,0.8516483516483516,0.8373015873015872,0.6794491661217026,0.8461538461538461,0.8571428571428571
gray+random+full512,gray,random,full512,1,4,SVM (RBF),0.8374004687747081,400,40,0.875,0.8154761904761905,0.8799283154121864,0.8154761904761905,0.8385794995964487,0.6924112581414982,0.6666666666666666,0.9642857142857143
gray+random+full512,gray,random,full512,1,5,Logistic Regression,0.8473440598810057,400,40,0.75,0.7350427350427351,0.72,0.7350427350427351,0.7252747252747254,0.4547940268270977,0.6923076923076923,0.7777777777777778
gray+random+full512,gray,random,full512,2,1,SVM (RBF),0.8026845536328294,400,40,0.95,0.9230769230769231,0.9655172413793103,0.9230769230769231,0.9404761904761905,0.8875800856756891,0.8461538461538461,1.0
gray+random+full512,gray,random,full512,2,2,Logistic Regression,0.8006090485495518,400,40,0.925,0.9045584045584045,0.9226190476190477,0.9045584045584045,0.9127272727272727,0.8269802600806244,0.8461538461538461,0.9629629629629629
gray+random+full512,gray,random,full512,2,3,Random Forest,0.8769645169645169,400,41,0.7560975609756098,0.7184065934065934,0.7184065934065934,0.7184065934065934,0.7184065934065934,0.4368131868131868,0.6153846153846154,0.8214285714285714
gray+random+full512,gray,random,full512,2,4,Random Forest,0.8445478278389029,400,40,0.775,0.7678571428571428,0.74,0.7678571428571428,0.7484276729559749,0.50709255283711,0.75,0.7857142857142857
gray+random+full512,gray,random,full512,2,5,SVM (RBF),0.8588307671218421,400,40,0.8,0.792022792022792,0.7733333333333333,0.792022792022792,0.7802197802197802,0.5650471242397274,0.7692307692307693,0.8148148148148148
gray+random+full512,gray,random,full512,3,1,Random Forest,0.8240083204705846,400,41,0.8780487804878049,0.8282967032967032,0.885483870967742,0.8282967032967032,0.8489314664701548,0.7114860055201688,0.6923076923076923,0.9642857142857143
gray+random+full512,gray,random,full512,3,2,Logistic Regression,0.8276268729886881,400,40,0.875,0.8475783475783476,0.8630952380952381,0.8475783475783476,0.8545454545454545,0.7105041671115223,0.7692307692307693,0.9259259259259259
gray+random+full512,gray,random,full512,3,3,Random Forest,0.8636813326435967,400,40,0.8,0.811965811965812,0.7800511508951407,0.811965811965812,0.7866666666666666,0.5911561035156879,0.8461538461538461,0.7777777777777778
gray+random+full512,gray,random,full512,3,4,SVM (RBF),0.8475907265486373,400,40,0.875,0.8392857142857143,0.8573667711598747,0.8392857142857143,0.84744469870328,0.696417806248397,0.75,0.9285714285714286
gray+random+full512,gray,random,full512,3,5,Random Forest,0.8263284217689252,400,40,0.925,0.9045584045584045,0.9226190476190477,0.9045584045584045,0.9127272727272727,0.8269802600806244,0.8461538461538461,0.9629629629629629
gray+random+full512,gray,random,full512,4,1,SVM (RBF),0.8721185585354436,400,40,0.8,0.7521367521367521,0.7774294670846396,0.7521367521367521,0.7619047619047619,0.5289618692410673,0.6153846153846154,0.8888888888888888
gray+random+full512,gray,random,full512,4,2,Random Forest,0.8168178029563439,400,40,0.925,0.9226190476190477,0.9045584045584045,0.9226190476190477,0.9127272727272727,0.8269802600806244,0.9166666666666666,0.9285714285714286
gray+random+full512,gray,random,full512,4,3,SVM (RBF),0.8298843956944327,400,41,0.8292682926829268,0.8337912087912087,0.80375,0.8337912087912087,0.8132726089785296,0.6368330383085654,0.8461538461538461,0.8214285714285714
gray+random+full512,gray,random,full512,4,4,Random Forest,0.8121646775957121,400,40,0.85,0.849002849002849,0.8266666666666667,0.849002849002849,0.8351648351648351,0.6753002216523571,0.8461538461538461,0.8518518518518519
gray+random+full512,gray,random,full512,4,5,Logistic Regression,0.8385395064705409,400,40,0.8,0.7720797720797721,0.7720797720797721,0.7720797720797721,0.7720797720797721,0.5441595441595442,0.6923076923076923,0.8518518518518519
gray+random+full512,gray,random,full512,5,1,SVM (RBF),0.8636618871417493,400,41,0.8048780487804879,0.7541208791208791,0.7803030303030303,0.7541208791208791,0.764367816091954,0.5337821746025339,0.6153846153846154,0.8928571428571429
gray+random+full512,gray,random,full512,5,2,SVM (RBF),0.8006597766194383,400,40,0.95,0.962962962962963,0.9333333333333333,0.962962962962963,0.945054945054945,0.8958064164776166,1.0,0.9259259259259259
gray+random+full512,gray,random,full512,5,3,Logistic Regression,0.8776700151700152,400,40,0.85,0.829059829059829,0.829059829059829,0.829059829059829,0.829059829059829,0.6581196581196581,0.7692307692307693,0.8888888888888888
gray+random+full512,gray,random,full512,5,4,Random Forest,0.8562310534293291,400,40,0.875,0.8630952380952381,0.8475783475783476,0.8630952380952381,0.8545454545454545,0.7105041671115223,0.8333333333333334,0.8928571428571429
gray+random+full512,gray,random,full512,5,5,SVM (RBF),0.8428383153512365,400,40,0.875,0.8675213675213675,0.8543956043956045,0.8675213675213675,0.8602375960866526,0.7217976369344363,0.8461538461538461,0.8888888888888888
gray+random+pca6,gray,random,pca6,1,1,Random Forest,0.8458680623335796,400,40,0.875,0.8675213675213675,0.8543956043956045,0.8675213675213675,0.8602375960866526,0.7217976369344363,0.8461538461538461,0.8888888888888888
gray+random+pca6,gray,random,pca6,1,2,Random Forest,0.8708757285836394,400,40,0.875,0.8276353276353277,0.8833333333333333,0.8276353276353277,0.84744469870328,0.7087835840655705,0.6923076923076923,0.9629629629629629
gray+random+pca6,gray,random,pca6,1,3,Random Forest,0.8552019730793317,400,41,0.9024390243902439,0.8667582417582418,0.9045454545454545,0.8667582417582418,0.882183908045977,0.7703775168587922,0.7692307692307693,0.9642857142857143
gray+random+pca6,gray,random,pca6,1,4,Random Forest,0.8580609132496207,400,40,0.9,0.8571428571428572,0.9,0.8571428571428572,0.8746081504702194,0.7559289460184545,0.75,0.9642857142857143
gray+random+pca6,gray,random,pca6,1,5,Random Forest,0.8316426720704535,400,40,0.825,0.8105413105413106,0.7994505494505495,0.8105413105413106,0.8043326345213138,0.6098910265570043,0.7692307692307693,0.8518518518518519
gray+random+pca6,gray,random,pca6,2,1,Random Forest,0.8434111485419518,400,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gray+random+pca6,gray,random,pca6,2,2,Logistic Regression,0.8059999711242105,400,40,0.925,0.9045584045584045,0.9226190476190477,0.9045584045584045,0.9127272727272727,0.8269802600806244,0.8461538461538461,0.9629629629629629
gray+random+pca6,gray,random,pca6,2,3,Random Forest,0.8787454743587898,400,41,0.8536585365853658,0.8310439560439561,0.8310439560439561,0.8310439560439561,0.8310439560439561,0.6620879120879121,0.7692307692307693,0.8928571428571429
gray+random+pca6,gray,random,pca6,2,4,Random Forest,0.846316469052426,400,40,0.9,0.9047619047619048,0.8736263736263736,0.9047619047619048,0.886039886039886,0.7777653184818517,0.9166666666666666,0.8928571428571429
gray+random+pca6,gray,random,pca6,2,5,Random Forest,0.8573507572920012,400,40,0.825,0.7905982905982906,0.8035714285714286,0.7905982905982906,0.7963636363636364,0.5940280741424203,0.6923076923076923,0.8888888888888888
gray+random+pca6,gray,random,pca6,3,1,Random Forest,0.8278580678580678,400,41,0.8780487804878049,0.848901098901099,0.8649425287356323,0.848901098901099,0.856140350877193,0.7136633640915244,0.7692307692307693,0.9285714285714286
gray+random+pca6,gray,random,pca6,3,2,Random Forest,0.8460365396970797,400,40,0.95,0.9430199430199431,0.9430199430199431,0.9430199430199431,0.9430199430199431,0.886039886039886,0.9230769230769231,0.9629629629629629
gray+random+pca6,gray,random,pca6,3,3,Random Forest,0.9037334580564803,400,40,0.8,0.7720797720797721,0.7720797720797721,0.7720797720797721,0.7720797720797721,0.5441595441595442,0.6923076923076923,0.8518518518518519
gray+random+pca6,gray,random,pca6,3,4,Random Forest,0.8310156089268428,400,40,0.925,0.8988095238095238,0.9200626959247649,0.8988095238095238,0.9084668192219679,0.8185963687481157,0.8333333333333334,0.9642857142857143
gray+random+pca6,gray,random,pca6,3,5,Logistic Regression,0.8400394975394975,400,40,0.775,0.7735042735042735,0.75,0.7735042735042735,0.7565922920892495,0.5229763603684907,0.7692307692307693,0.7777777777777778
gray+random+pca6,gray,random,pca6,4,1,Random Forest,0.8658156971716293,400,40,0.875,0.8675213675213675,0.8543956043956045,0.8675213675213675,0.8602375960866526,0.7217976369344363,0.8461538461538461,0.8888888888888888
gray+random+pca6,gray,random,pca6,4,2,Random Forest,0.8385338975465846,400,40,0.95,0.9166666666666667,0.9666666666666667,0.9166666666666667,0.9373040752351097,0.8819171036881969,0.8333333333333334,1.0
gray+random+pca6,gray,random,pca6,4,3,Random Forest,0.8663823041365415,400,41,0.8048780487804879,0.7953296703296704,0.7756410256410255,0.7953296703296704,0.783068783068783,0.5706311356100237,0.7692307692307693,0.8214285714285714
gray+random+pca6,gray,random,pca6,4,4,Random Forest,0.8314606834044049,400,40,0.925,0.9245014245014245,0.9093406593406593,0.9245014245014245,0.9161425576519916,0.8337042473118683,0.9230769230769231,0.9259259259259259
gray+random+pca6,gray,random,pca6,4,5,Random Forest,0.8718797200717239,400,40,0.825,0.7706552706552707,0.8166666666666667,0.7706552706552707,0.7864225781845919,0.5855168737932974,0.6153846153846154,0.9259259259259259
gray+random+pca6,gray,random,pca6,5,1,Random Forest,0.8609422746763742,400,41,0.7804878048780488,0.7156593406593407,0.7532258064516129,0.7156593406593407,0.7280766396462786,0.4673778362622029,0.5384615384615384,0.8928571428571429
gray+random+pca6,gray,random,pca6,5,2,Random Forest,0.803231296533615,400,40,0.85,0.809116809116809,0.8401253918495297,0.809116809116809,0.8214285714285714,0.6485012747192745,0.6923076923076923,0.9259259259259259
gray+random+pca6,gray,random,pca6,5,3,Random Forest,0.8467576235739851,400,40,0.925,0.9045584045584045,0.9226190476190477,0.9045584045584045,0.9127272727272727,0.8269802600806244,0.8461538461538461,0.9629629629629629
gray+random+pca6,gray,random,pca6,5,4,Random Forest,0.8514420112265757,400,40,0.875,0.8630952380952381,0.8475783475783476,0.8630952380952381,0.8545454545454545,0.7105041671115223,0.8333333333333334,0.8928571428571429
gray+random+pca6,gray,random,pca6,5,5,Random Forest,0.8504727217227217,400,40,0.9,0.905982905982906,0.88,0.905982905982906,0.8901098901098901,0.7855533190649869,0.9230769230769231,0.8888888888888888
