arm,repeat,outer_fold,selected_feature_set,selected_model,inner_macro_f1,train_instances,train_batik,train_non_batik,train_originals,train_derivatives,test_originals,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,mcc,recall_non_batik,recall_batik
augmented_balanced,1,1,Gabungan 6 Fitur,SVM (RBF),0.9284398077132632,400,200,200,161,239,40,0.85,0.849002849002849,0.8266666666666667,0.849002849002849,0.8351648351648351,0.6753002216523571,0.8461538461538461,0.8518518518518519
augmented_balanced,1,2,Gabungan 6 Fitur,Random Forest,0.9419073299734756,400,200,200,161,239,40,0.85,0.829059829059829,0.829059829059829,0.829059829059829,0.829059829059829,0.6581196581196581,0.7692307692307693,0.8888888888888888
augmented_balanced,1,3,Gabungan 6 Fitur,SVM (RBF),0.8931360306360306,400,200,200,160,240,41,0.926829268292683,0.9258241758241759,0.91005291005291,0.9258241758241759,0.9171717171717171,0.8357282871067254,0.9230769230769231,0.9285714285714286
augmented_balanced,1,4,Gabungan 6 Fitur,Random Forest,0.8749265915196589,400,200,200,161,239,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
augmented_balanced,1,5,Gabungan 6 Fitur,Random Forest,0.8862067375797352,400,200,200,161,239,40,0.925,0.8846153846153846,0.95,0.8846153846153846,0.9084668192219679,0.8320502943378437,0.7692307692307693,1.0
augmented_balanced,2,1,Gabungan 6 Fitur,SVM (RBF),0.9360318228242757,400,200,200,161,239,40,0.9,0.905982905982906,0.88,0.905982905982906,0.8901098901098901,0.7855533190649869,0.9230769230769231,0.8888888888888888
augmented_balanced,2,2,Gabungan 6 Fitur,SVM (RBF),0.9091519327620499,400,200,200,161,239,40,0.95,0.9430199430199431,0.9430199430199431,0.9430199430199431,0.9430199430199431,0.886039886039886,0.9230769230769231,0.9629629629629629
augmented_balanced,2,3,Gabungan 6 Fitur,Random Forest,0.8928853945364458,400,200,200,160,240,41,0.926829268292683,0.9258241758241759,0.91005291005291,0.9258241758241759,0.9171717171717171,0.8357282871067254,0.9230769230769231,0.9285714285714286
augmented_balanced,2,4,Gabungan 6 Fitur,Random Forest,0.9424988072356494,400,200,200,161,239,40,0.9,0.8571428571428572,0.9,0.8571428571428572,0.8746081504702194,0.7559289460184545,0.75,0.9642857142857143
augmented_balanced,2,5,Gabungan 6 Fitur,Random Forest,0.9276165570398132,400,200,200,161,239,40,0.95,0.9230769230769231,0.9655172413793103,0.9230769230769231,0.9404761904761905,0.8875800856756891,0.8461538461538461,1.0
augmented_balanced,3,1,Gabungan 6 Fitur,SVM (RBF),0.8968093471867057,400,200,200,160,240,41,0.975609756097561,0.9615384615384616,0.9827586206896552,0.9615384615384616,0.9712280701754386,0.9440586233651661,0.9230769230769231,1.0
augmented_balanced,3,2,Gabungan 6 Fitur,SVM (RBF),0.9368108271881856,400,200,200,161,239,40,0.85,0.8689458689458689,0.8312020460358056,0.8689458689458689,0.8400000000000001,0.6991298210527999,0.9230769230769231,0.8148148148148148
augmented_balanced,3,3,Gabungan 6 Fitur,SVM (RBF),0.9339491991429315,400,200,200,161,239,40,0.925,0.9444444444444444,0.90625,0.9444444444444444,0.9188640973630832,0.8498365855987975,1.0,0.8888888888888888
augmented_balanced,3,4,Gabungan 6 Fitur,Random Forest,0.9200596883176584,400,200,200,161,239,40,0.925,0.8988095238095238,0.9200626959247649,0.8988095238095238,0.9084668192219679,0.8185963687481157,0.8333333333333334,0.9642857142857143
augmented_balanced,3,5,Gabungan 6 Fitur,Random Forest,0.9039265815853837,400,200,200,161,239,40,0.925,0.8846153846153846,0.95,0.8846153846153846,0.9084668192219679,0.8320502943378437,0.7692307692307693,1.0
augmented_balanced,4,1,Gabungan 6 Fitur,SVM (RBF),0.9280840862990964,400,200,200,161,239,40,0.875,0.8475783475783476,0.8630952380952381,0.8475783475783476,0.8545454545454545,0.7105041671115223,0.7692307692307693,0.9259259259259259
augmented_balanced,4,2,Gabungan 6 Fitur,SVM (RBF),0.9157407095663439,400,200,200,161,239,40,0.975,0.9583333333333333,0.9827586206896552,0.9583333333333333,0.969488939740656,0.9407749312478345,0.9166666666666666,1.0
augmented_balanced,4,3,Gabungan 6 Fitur,SVM (RBF),0.9002849002849003,400,200,200,160,240,41,0.9024390243902439,0.9285714285714286,0.8823529411764706,0.9285714285714286,0.8948717948717949,0.8096061912275311,1.0,0.8571428571428571
augmented_balanced,4,4,Gabungan 6 Fitur,Random Forest,0.9423713777487362,400,200,200,161,239,40,0.875,0.8874643874643875,0.8541666666666667,0.8874643874643875,0.8647734956051386,0.7408831771886952,0.9230769230769231,0.8518518518518519
augmented_balanced,4,5,Gabungan 6 Fitur,Random Forest,0.9216181966181966,400,200,200,161,239,40,0.9,0.8660968660968661,0.9028213166144201,0.8660968660968661,0.8809523809523809,0.7680406801974818,0.7692307692307693,0.9629629629629629
augmented_balanced,5,1,Gabungan 6 Fitur,SVM (RBF),0.8876164092865841,400,200,200,160,240,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
augmented_balanced,5,2,Gabungan 6 Fitur,Random Forest,0.9162739108986574,400,200,200,161,239,40,0.925,0.9045584045584045,0.9226190476190477,0.9045584045584045,0.9127272727272727,0.8269802600806244,0.8461538461538461,0.9629629629629629
augmented_balanced,5,3,Gabungan 6 Fitur,Random Forest,0.94991519091817,400,200,200,161,239,40,0.925,0.9045584045584045,0.9226190476190477,0.9045584045584045,0.9127272727272727,0.8269802600806244,0.8461538461538461,0.9629629629629629
augmented_balanced,5,4,Gabungan 6 Fitur,Random Forest,0.9159972104156475,400,200,200,161,239,40,0.9,0.8571428571428572,0.9,0.8571428571428572,0.8746081504702194,0.7559289460184545,0.75,0.9642857142857143
augmented_balanced,5,5,Gabungan 6 Fitur,SVM (RBF),0.9368552739800204,400,200,200,161,239,40,0.925,0.9245014245014245,0.9093406593406593,0.9245014245014245,0.9161425576519916,0.8337042473118683,0.9230769230769231,0.9259259259259259
class_weighted_originals,1,1,Gabungan 6 Fitur,SVM (RBF),0.937213211234051,161,110,51,161,0,40,0.85,0.849002849002849,0.8266666666666667,0.849002849002849,0.8351648351648351,0.6753002216523571,0.8461538461538461,0.8518518518518519
class_weighted_originals,1,2,Gabungan 6 Fitur,SVM (RBF),0.9223497125384996,161,110,51,161,0,40,0.85,0.849002849002849,0.8266666666666667,0.849002849002849,0.8351648351648351,0.6753002216523571,0.8461538461538461,0.8518518518518519
class_weighted_originals,1,3,Gabungan 6 Fitur,Random Forest,0.9201277997348978,160,109,51,160,0,41,0.8780487804878049,0.8901098901098901,0.855,0.8901098901098901,0.8666232921275212,0.744282234072562,0.9230769230769231,0.8571428571428571
class_weighted_originals,1,4,Gabungan 6 Fitur,Random Forest,0.8650836106302353,161,109,52,161,0,40,0.975,0.9821428571428572,0.9615384615384616,0.9821428571428572,0.9709090909090909,0.9434563530497264,1.0,0.9642857142857143
class_weighted_originals,1,5,Gabungan 6 Fitur,SVM (RBF),0.882020602228513,161,110,51,161,0,40,0.975,0.9615384615384616,0.9821428571428572,0.9615384615384616,0.9709090909090909,0.9434563530497264,0.9230769230769231,1.0
class_weighted_originals,2,1,Gabungan 6 Fitur,SVM (RBF),0.9295812503359673,161,110,51,161,0,40,0.875,0.8874643874643875,0.8541666666666667,0.8874643874643875,0.8647734956051386,0.7408831771886952,0.9230769230769231,0.8518518518518519
class_weighted_originals,2,2,Gabungan 6 Fitur,SVM (RBF),0.9022975626749212,161,110,51,161,0,40,0.95,0.962962962962963,0.9333333333333333,0.962962962962963,0.945054945054945,0.8958064164776166,1.0,0.9259259259259259
class_weighted_originals,2,3,Gabungan 6 Fitur,SVM (RBF),0.9004457108230693,160,109,51,160,0,41,0.926829268292683,0.9258241758241759,0.91005291005291,0.9258241758241759,0.9171717171717171,0.8357282871067254,0.9230769230769231,0.9285714285714286
class_weighted_originals,2,4,Gabungan 6 Fitur,Random Forest,0.9125721295141334,161,109,52,161,0,40,0.875,0.8392857142857143,0.8573667711598747,0.8392857142857143,0.84744469870328,0.696417806248397,0.75,0.9285714285714286
class_weighted_originals,2,5,Gabungan 6 Fitur,SVM (RBF),0.9216747350602552,161,110,51,161,0,40,0.9,0.886039886039886,0.886039886039886,0.886039886039886,0.886039886039886,0.7720797720797721,0.8461538461538461,0.9259259259259259
class_weighted_originals,3,1,Gabungan 6 Fitur,SVM (RBF),0.8766225109621336,160,109,51,160,0,41,0.926829268292683,0.9258241758241759,0.91005291005291,0.9258241758241759,0.9171717171717171,0.8357282871067254,0.9230769230769231,0.9285714285714286
class_weighted_originals,3,2,Gabungan 6 Fitur,SVM (RBF),0.9156669239216408,161,110,51,161,0,40,0.85,0.8689458689458689,0.8312020460358056,0.8689458689458689,0.8400000000000001,0.6991298210527999,0.9230769230769231,0.8148148148148148
class_weighted_originals,3,3,Gabungan 6 Fitur,SVM (RBF),0.914830731604187,161,110,51,161,0,40,0.925,0.9444444444444444,0.90625,0.9444444444444444,0.9188640973630832,0.8498365855987975,1.0,0.8888888888888888
class_weighted_originals,3,4,Gabungan 6 Fitur,SVM (RBF),0.9239140586509007,161,109,52,161,0,40,0.925,0.8988095238095238,0.9200626959247649,0.8988095238095238,0.9084668192219679,0.8185963687481157,0.8333333333333334,0.9642857142857143
class_weighted_originals,3,5,Gabungan 6 Fitur,Random Forest,0.9049903276758091,161,110,51,161,0,40,0.875,0.8076923076923077,0.921875,0.8076923076923077,0.8385794995964487,0.7205766921228921,0.6153846153846154,1.0
class_weighted_originals,4,1,Gabungan 6 Fitur,SVM (RBF),0.9147990383893021,161,110,51,161,0,40,0.9,0.886039886039886,0.886039886039886,0.886039886039886,0.886039886039886,0.7720797720797721,0.8461538461538461,0.9259259259259259
class_weighted_originals,4,2,Gabungan 6 Fitur,SVM (RBF),0.9217415605671949,161,109,52,161,0,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
class_weighted_originals,4,3,Gabungan 6 Fitur,SVM (RBF),0.9002374006147591,160,109,51,160,0,41,0.8780487804878049,0.9107142857142857,0.8611111111111112,0.9107142857142857,0.8703352308665402,0.7702298152200863,1.0,0.8214285714285714
class_weighted_originals,4,4,Gabungan 6 Fitur,SVM (RBF),0.9299382241412171,161,110,51,161,0,40,0.9,0.905982905982906,0.88,0.905982905982906,0.8901098901098901,0.7855533190649869,0.9230769230769231,0.8888888888888888
class_weighted_originals,4,5,Gabungan 6 Fitur,SVM (RBF),0.9002513332738894,161,110,51,161,0,40,0.925,0.9245014245014245,0.9093406593406593,0.9245014245014245,0.9161425576519916,0.8337042473118683,0.9230769230769231,0.9259259259259259
class_weighted_originals,5,1,Gabungan 6 Fitur,SVM (RBF),0.8950844827923935,160,109,51,160,0,41,0.975609756097561,0.9821428571428572,0.9642857142857143,0.9821428571428572,0.9723905723905724,0.9462600928208407,1.0,0.9642857142857143
class_weighted_originals,5,2,Gabungan 6 Fitur,SVM (RBF),0.8887275203976953,161,110,51,161,0,40,0.9,0.905982905982906,0.88,0.905982905982906,0.8901098901098901,0.7855533190649869,0.9230769230769231,0.8888888888888888
class_weighted_originals,5,3,Gabungan 6 Fitur,Random Forest,0.9366876776906568,161,110,51,161,0,40,0.9,0.8660968660968661,0.9028213166144201,0.8660968660968661,0.8809523809523809,0.7680406801974818,0.7692307692307693,0.9629629629629629
class_weighted_originals,5,4,Gabungan 6 Fitur,SVM (RBF),0.9089095191491441,161,109,52,161,0,40,0.9,0.9047619047619048,0.8736263736263736,0.9047619047619048,0.886039886039886,0.7777653184818517,0.9166666666666666,0.8928571428571429
class_weighted_originals,5,5,Gabungan 6 Fitur,Random Forest,0.9302983000980714,161,110,51,161,0,40,0.925,0.9245014245014245,0.9093406593406593,0.9245014245014245,0.9161425576519916,0.8337042473118683,0.9230769230769231,0.9259259259259259
balanced_original_sampling,1,1,Gabungan 6 Fitur,SVM (RBF),0.9154884599068971,102,51,51,102,0,40,0.875,0.8874643874643875,0.8541666666666667,0.8874643874643875,0.8647734956051386,0.7408831771886952,0.9230769230769231,0.8518518518518519
balanced_original_sampling,1,2,Gabungan 6 Fitur,SVM (RBF),0.9223101675010595,102,51,51,102,0,40,0.85,0.849002849002849,0.8266666666666667,0.849002849002849,0.8351648351648351,0.6753002216523571,0.8461538461538461,0.8518518518518519
balanced_original_sampling,1,3,Gabungan 6 Fitur,Random Forest,0.8987649659549624,102,51,51,102,0,41,0.8780487804878049,0.8901098901098901,0.855,0.8901098901098901,0.8666232921275212,0.744282234072562,0.9230769230769231,0.8571428571428571
