left,right,patch_corr
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_bunga (2).jpg,0.1698
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_bunga (3).jpg,0.3608
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_bunga (4).jpg,0.2344
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_fabric (1).jpg,0.0576
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_fabric (2).jpg,0.1135
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_fabric (3).jpg,0.0609
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_kotak (1).jpg,0.1436
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_kotak (1).png,0.2141
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_kotak (2).jpg,0.0795
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_kotak (3).jpg,0.2465
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_salur (1).jpg,0.0752
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_salur (2).jpg,0.1549
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_salur (3).jpg,0.0466
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_salur (4).jpg,0.1808
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_tenun_ikat (1).jpg,0.2115
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_tenun_ikat (1).webp,0.2263
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_tenun_ikat (2).jpg,0.2315
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/kain_tenun_ikat (3).jpg,0.2805
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/polkadot1.jpg,0.2189
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/polkadot2.jpg,0.0845
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/polkadot3.jpg,0.1078
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/polos1.jpg,0.1574
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/polos2.jpg,0.1396
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/polos3.webp,0.2712
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/polos4.webp,0.3207
dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,uji_eksternal/non_batik/polos5.jpg,0.2704
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0023.jpg,0.1502
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0024.jpg,0.3199
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0025.jpg,0.2199
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,0.1752
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0029.jpg,0.1701
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0033.jpg,0.1777
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0036.jpg,0.1778
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0037.jpg,0.2285
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0038.jpg,0.1882
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/005.jpg,0.1956
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,0.2344
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,0.2227
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/009.jpg,0.329
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0010.jpg,0.2212
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0014.jpg,0.2354
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0015.jpg,0.2554
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0016.jpg,0.1804
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,0.224
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0019.jpg,0.1672
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/002.jpg,0.1812
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0020.jpg,0.2343
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0021.jpg,0.2017
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0022.jpg,0.1827
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0024.jpg,0.2207
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0025.jpg,0.1553
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0026.jpg,0.1517
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0027.jpg,0.1837
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0029.jpg,0.2529
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,0.2262
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0030.jpg,0.2461
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0031.jpg,0.1871
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0032.jpg,0.2243
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0033.jpg,0.2975
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0035.jpg,0.2163
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0036.jpg,0.2279
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0037.jpg,0.2179
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,0.1993
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/004.jpg,0.1898
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/0040.jpg,0.1501
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,0.2457
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/006.jpg,0.1906
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Kawung/009.jpg,0.1957
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0010.jpg,0.2469
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0012.jpg,0.2039
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0016.jpg,0.2008
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0017.jpg,0.2109
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0018.jpg,0.2326
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0019.jpg,0.2267
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/002.jpg,0.2298
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,0.2044
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,0.3082
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0025.jpg,0.2389
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0028.jpg,0.2054
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0029.jpg,0.2399
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/003.jpg,0.2319
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0030.jpg,0.2704
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0032.jpg,0.1794
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0034.jpg,0.1949
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0036.jpg,0.2905
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0038.jpg,0.1941
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0039.jpg,0.2179
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/004.jpg,0.1298
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/0040.jpg,0.2132
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/005.jpg,0.2761
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/006.jpg,0.2049
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/007.jpg,0.1887
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/008.jpg,0.299
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/Yogyakarta_Parang/009.jpg,0.196
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik pekalongan/pekalongan1.jpg,0.2343
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik pekalongan/pekalongan2.jpg,0.2129
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik pekalongan/pekalongan3.jpg,0.3304
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik pekalongan/pekalongan4.jpg,0.2309
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik pekalongan/pekalongan5.jpg,0.2343
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik semarangan/semarangan1.jpg,0.1374
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik semarangan/semarangan2.jpg,0.2662
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik semarangan/semarangan3.jpg,0.2172
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik semarangan/semarangan4.jpg,0.2559
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik semarangan/semarangan5.jpg,0.2117
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik solo/solo1.png,0.2724
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik solo/solo2.jpg,0.2181
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik solo/solo4.jpg,0.2175
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/batik/batik solo/solo5.jpg,0.2028
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (1).png,0.1909
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (10).png,0.1458
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (2).png,0.178
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (3).png,0.0918
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (4).png,0.2082
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (5).png,0.1199
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (6).png,0.1581
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (7).png,0.1587
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (8).png,0.2
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (9).png,0.1526
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga1.jpg,0.2323
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga2.jpg,0.1979
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga3.webp,0.253
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/garis/garis1 (1).jpg,0.0847
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/garis/garis1 (2).jpg,0.1643
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/garis/garis1 (3).jpg,0.3615
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/garis/garis1 (4).jpg,0.0855
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/garis/garis1 (5).jpg,0.1453
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (1).png,0.2236
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (10).png,0.1954
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (2).png,0.1027
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (3).png,0.0643
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (4).png,0.2906
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (5).png,0.1146
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (6).png,0.2431
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (7).png,0.1519
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (8).png,0.2718
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/geometris/geometris (9).png,0.0913
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/kotak/kotak2.jpg,0.1726
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/kotak/kotak3.png,0.2123
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/kotak/kotak4.jpg,0.1985
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/kotak/kotak5.jpg,0.3484
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (1).png,0.3866
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (10).png,0.2792
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (2).png,0.3173
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (3).png,0.3631
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (4).png,0.2471
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (5).png,0.139
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (6).png,0.2839
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (7).png,0.4561
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (8).png,0.1784
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/modern/modern (9).png,0.3848
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polkadot/polkadot4.jpg,0.24
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polkadot/polkadot5.jpg,0.1467
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (1).png,0.2849
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (10).png,0.2233
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (2).png,0.1138
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (3).png,0.2453
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (4).png,0.1959
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (5).png,0.2804
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (6).png,0.201
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (7).png,0.177
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (8).png,0.1614
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/polos/polos (9).png,0.1447
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (1).png,0.1601
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (10).png,0.1798
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (2).png,0.2524
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (3).png,0.2002
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (4).png,0.1983
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (5).png,0.1477
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (6).png,0.2548
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (7).png,0.1377
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (8).png,0.1839
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,dataset_batik/non_batik/tenun/tenun (9).png,0.147
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_betawi (1).jpg,0.194
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_betawi (2).jpg,0.2109
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_betawi (3).jpg,0.1337
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_betawi (4).jpg,0.2407
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_betawi (5).jpg,0.345
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kalimantan_dayak (1).jpg,0.1669
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kalimantan_dayak (2).jpg,0.1805
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kalimantan_dayak (3).jpg,0.284
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kalimantan_dayak (4).jpg,0.3215
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kalimantan_dayak (5).jpg,0.181
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kawung (2).jpg,0.1916
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kawung (4).jpg,0.1917
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kawung (5).jpg,0.2319
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kawung.jpg,0.0919
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_kawung.png,0.2469
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_megamendung (1).jpg,0.1949
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_megamendung (1).webp,0.2572
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_megamendung (2).jpg,0.2292
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_megamendung (4).jpg,0.1546
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_megamendung (5).jpg,0.2638
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_parang (2).jpg,0.1547
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_parang (3).jpg,0.2112
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_parang (4).jpg,0.1104
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_parang (5).jpg,0.2361
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_parang.jpg,0.2505
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_sogan (1).jpg,0.2165
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_sogan (2).jpg,0.1956
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_sogan (3).jpg,0.197
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_sogan (4).jpg,0.153
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/batik/batik_sogan (5).jpg,0.359
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/flanel_kotak (1).jpg,0.1779
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/flanel_kotak (2).jpg,0.1783
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/flanel_kotak (3).jpg,0.2858
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/kain_bunga (1).jpg,0.2129
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/kain_bunga (2).jpg,0.2469
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/kain_bunga (3).jpg,0.3108
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/kain_bunga (4).jpg,0.2607
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/kain_fabric (1).jpg,0.0531
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/kain_fabric (2).jpg,0.1317
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/kain_fabric (3).jpg,0.0818
dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,uji_eksternal/non_batik/kain_kotak (1).jpg,0.1798
