left,right,patch_corr
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,0.2284
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Kawung/004.jpg,0.1254
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Kawung/0040.jpg,0.1033
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,0.1727
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Kawung/006.jpg,0.2111
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Kawung/009.jpg,0.1657
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0010.jpg,0.1599
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0012.jpg,0.1825
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0016.jpg,0.1345
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0017.jpg,0.1672
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0018.jpg,0.1773
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0019.jpg,0.1869
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/002.jpg,0.2002
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,0.2026
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,0.2179
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0025.jpg,0.1512
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0028.jpg,0.1651
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0029.jpg,0.1464
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/003.jpg,0.1703
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0030.jpg,0.2491
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0032.jpg,0.1269
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0034.jpg,0.115
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0036.jpg,0.1781
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0038.jpg,0.2055
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0039.jpg,0.1316
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/004.jpg,0.1086
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/0040.jpg,0.1661
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/005.jpg,0.1882
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/006.jpg,0.191
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/007.jpg,0.2019
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/008.jpg,0.182
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/Yogyakarta_Parang/009.jpg,0.17
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik pekalongan/pekalongan1.jpg,0.151
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik pekalongan/pekalongan2.jpg,0.1774
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik pekalongan/pekalongan3.jpg,0.1799
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik pekalongan/pekalongan4.jpg,0.1507
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik pekalongan/pekalongan5.jpg,0.1724
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik semarangan/semarangan1.jpg,0.1241
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik semarangan/semarangan2.jpg,0.2561
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik semarangan/semarangan3.jpg,0.1673
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik semarangan/semarangan4.jpg,0.187
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik semarangan/semarangan5.jpg,0.1627
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik solo/solo1.png,0.0962
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik solo/solo2.jpg,0.1994
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik solo/solo4.jpg,0.1368
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/batik/batik solo/solo5.jpg,0.1347
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (1).png,0.1707
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (10).png,0.1602
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (2).png,0.1327
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (3).png,0.062
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (4).png,0.188
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (5).png,0.1274
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (6).png,0.1563
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (7).png,0.1645
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (8).png,0.1564
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga (9).png,0.1656
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga1.jpg,0.2628
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga2.jpg,0.2049
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/bunga_nonbatik/bunga3.webp,0.2583
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/garis/garis1 (1).jpg,0.0511
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/garis/garis1 (2).jpg,0.3303
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/garis/garis1 (3).jpg,0.1061
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/garis/garis1 (4).jpg,0.0241
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/garis/garis1 (5).jpg,0.0971
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (1).png,0.0837
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (10).png,0.0816
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (2).png,0.0749
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (3).png,0.0436
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (4).png,0.119
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (5).png,0.0561
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (6).png,0.1023
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (7).png,0.0724
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (8).png,0.0936
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/geometris/geometris (9).png,0.0779
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/kotak/kotak2.jpg,0.0768
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/kotak/kotak3.png,0.0881
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/kotak/kotak4.jpg,0.169
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/kotak/kotak5.jpg,0.2466
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (1).png,0.2606
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (10).png,0.2433
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (2).png,0.2051
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (3).png,0.2177
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (4).png,0.1903
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (5).png,0.1255
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (6).png,0.211
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (7).png,0.2035
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (8).png,0.2057
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/modern/modern (9).png,0.2507
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polkadot/polkadot4.jpg,0.2239
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polkadot/polkadot5.jpg,0.17
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (1).png,0.0958
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (10).png,0.1271
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (2).png,0.0883
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (3).png,0.1065
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (4).png,0.0939
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (5).png,0.1106
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (6).png,0.1087
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (7).png,0.1115
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (8).png,0.1158
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/polos/polos (9).png,0.0721
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (1).png,0.1443
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (10).png,0.0955
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (2).png,0.0979
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (3).png,0.0994
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (4).png,0.1438
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (5).png,0.1025
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (6).png,0.1696
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (7).png,0.0932
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (8).png,0.1454
dataset_batik/batik/Solo_Parang/0028.jpg,dataset_batik/non_batik/tenun/tenun (9).png,0.1065
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_betawi (1).jpg,0.1493
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_betawi (2).jpg,0.2182
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_betawi (3).jpg,0.0999
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_betawi (4).jpg,0.1605
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_betawi (5).jpg,0.1723
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kalimantan_dayak (1).jpg,0.143
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kalimantan_dayak (2).jpg,0.166
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kalimantan_dayak (3).jpg,0.1634
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kalimantan_dayak (4).jpg,0.2438
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kalimantan_dayak (5).jpg,0.1632
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kawung (2).jpg,0.1744
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kawung (4).jpg,0.2204
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kawung (5).jpg,0.2041
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kawung.jpg,0.1515
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_kawung.png,0.1285
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_megamendung (1).jpg,0.1698
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_megamendung (1).webp,0.2436
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_megamendung (2).jpg,0.2003
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_megamendung (4).jpg,0.1411
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_megamendung (5).jpg,0.2578
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_parang (2).jpg,0.1107
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_parang (3).jpg,0.2286
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_parang (4).jpg,0.1436
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_parang (5).jpg,0.4952
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_parang.jpg,0.2941
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_sogan (1).jpg,0.1387
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_sogan (2).jpg,0.1806
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_sogan (3).jpg,0.3068
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_sogan (4).jpg,0.1192
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/batik/batik_sogan (5).jpg,0.1774
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/flanel_kotak (1).jpg,0.2327
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/flanel_kotak (2).jpg,0.2266
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/flanel_kotak (3).jpg,0.1986
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_bunga (1).jpg,0.2315
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_bunga (2).jpg,0.1437
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_bunga (3).jpg,0.2153
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_bunga (4).jpg,0.1927
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_fabric (1).jpg,0.0365
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_fabric (2).jpg,0.0838
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_fabric (3).jpg,0.0676
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_kotak (1).jpg,0.159
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_kotak (1).png,0.1029
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_kotak (2).jpg,0.0531
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_kotak (3).jpg,0.061
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_salur (1).jpg,0.064
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_salur (2).jpg,0.0567
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_salur (3).jpg,0.0297
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_salur (4).jpg,0.1366
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_tenun_ikat (1).jpg,0.1611
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_tenun_ikat (1).webp,0.156
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_tenun_ikat (2).jpg,0.1423
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/kain_tenun_ikat (3).jpg,0.1008
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/polkadot1.jpg,0.2607
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/polkadot2.jpg,0.0801
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/polkadot3.jpg,0.0834
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/polos1.jpg,0.1253
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/polos2.jpg,0.1008
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/polos3.webp,0.1821
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/polos4.webp,0.2673
dataset_batik/batik/Solo_Parang/0028.jpg,uji_eksternal/non_batik/polos5.jpg,0.1299
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0030.jpg,0.1377
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0031.jpg,0.3032
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0032.jpg,0.1742
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0033.jpg,0.323
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0034.jpg,0.2204
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0036.jpg,0.1352
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0037.jpg,0.1855
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0038.jpg,0.1518
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0039.jpg,0.1626
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/004.jpg,0.1804
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/0040.jpg,0.1801
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/007.jpg,0.2026
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Solo_Parang/009.jpg,0.1694
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SulawesiSelatan_Lontara/0013.jpg,0.167
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SulawesiSelatan_Lontara/0017.jpg,0.1465
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SulawesiSelatan_Lontara/0018.jpg,0.1069
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SulawesiSelatan_Lontara/0028.jpg,0.1183
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SulawesiSelatan_Lontara/0030.jpg,0.1262
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SulawesiSelatan_Lontara/0034.jpg,0.1003
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SulawesiSelatan_Lontara/0036.jpg,0.1324
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,0.1514
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0010.jpg,0.1391
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0011.jpg,0.1467
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0012.jpg,0.1223
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0013.jpg,0.1285
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,0.1201
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0015.jpg,0.1189
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0017.jpg,0.1433
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0018.jpg,0.0986
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0019.jpg,0.0956
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/002.jpg,0.1232
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,0.1288
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,0.1476
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,0.1645
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0023.jpg,0.1215
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0024.jpg,0.1202
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0025.jpg,0.1285
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,0.1558
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0029.jpg,0.1467
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0033.jpg,0.1351
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0036.jpg,0.104
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0037.jpg,0.1079
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/0038.jpg,0.1471
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/005.jpg,0.121
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,0.1187
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,0.1303
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/SumateraBarat_Rumah_Minang/009.jpg,0.1558
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0010.jpg,0.1315
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0014.jpg,0.1676
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0015.jpg,0.1772
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0016.jpg,0.1626
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,0.1612
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0019.jpg,0.118
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/002.jpg,0.1365
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0020.jpg,0.1539
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0021.jpg,0.2405
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0022.jpg,0.1312
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0024.jpg,0.1392
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0025.jpg,0.1351
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0026.jpg,0.1584
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0027.jpg,0.1308
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0029.jpg,0.1985
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,0.1406
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0030.jpg,0.1292
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0031.jpg,0.1479
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0032.jpg,0.2114
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0033.jpg,0.1486
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0035.jpg,0.1355
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0036.jpg,0.1397
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0037.jpg,0.1294
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,0.1341
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/004.jpg,0.1215
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/0040.jpg,0.1302
dataset_batik/batik/Solo_Parang/0029.jpg,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,0.1584
